Case 1:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 37:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
